Latitude,Longitude,Altitude,City Population,PM2.5_Label,Air Quality Station Area_Rural,Air Quality Station Area_Suburban,Air Quality Station Area_Urban,Air Quality Station Type_Background,Air Quality Station Type_Industrial,Air Quality Station Type_Traffic,Country_Freq,City_Frequency
49.2242,4.0206,96.0,209507.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1436893203883495,0.0036968576709796672
50.717,1.6059,7.0,74740.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1436893203883495,0.0018484288354898336
48.5704,7.7663,139.0,405733.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1436893203883495,0.0018484288354898336
50.9473,1.8431,4.0,73911.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1436893203883495,0.0018484288354898336
48.295,4.0503,119.0,106948.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1436893203883495,0.0018484288354898336
49.9017,2.3046,26.0,137609.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1436893203883495,0.0036968576709796672
48.0896,-1.6591,45.0,216815.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1436893203883495,0.0036968576709796672
49.2507,4.0231,80.0,209507.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1436893203883495,0.0036968576709796672
49.2596,2.4744,34.0,75375.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1436893203883495,0.0018484288354898336
50.6408,3.0748,20.0,906981.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1436893203883495,0.005545286506469501
45.8953,6.1183,453.0,126924.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1436893203883495,0.0018484288354898336
45.7577,4.8542,160.0,1076752.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1436893203883495,0.005545286506469501
47.7425,-3.395,37.0,79877.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1436893203883495,0.0018484288354898336
50.3782,3.0659,28.0,86074.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1436893203883495,0.0018484288354898336
48.1086,-1.6659,28.0,216815.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1436893203883495,0.0036968576709796672
48.3862,-4.4866,48.0,140064.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1436893203883495,0.0018484288354898336
44.9335,4.8935,125.0,94650.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1436893203883495,0.0036968576709796672
51.0486,2.42,8.0,135715.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1436893203883495,0.0018484288354898336
50.3642,3.5227,21.0,103476.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1436893203883495,0.0018484288354898336
44.9492,4.8901,113.0,94650.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1436893203883495,0.0036968576709796672
